"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.484818987E1,-4.133955836E-1,-1.258006692E0,1.466974378E0,1.976231406E0
1.485826321E1,-5.731302500E-1,-1.226736546E0,4.691591859E-1,1.432993781E0
1.486833659E1,-7.949847579E-1,-1.126813531E0,-5.143713951E-1,1.471831319E0
1.487842534E1,-9.137752652E-1,-9.467064142E-1,-1.236878991E0,1.805853789E0
1.488849868E1,-9.250617027E-1,-7.158547044E-1,-1.750092506E0,2.104996649E0
1.489857206E1,-8.901919127E-1,-5.617986321E-1,-1.914665222E0,2.184949029E0
1.490863222E1,-7.083814144E-1,-5.532600880E-1,-1.824675083E0,2.034045258E0
1.491870555E1,-4.876555204E-1,-6.503791213E-1,-1.630590677E0,1.821984321E0
1.492877894E1,-2.764279842E-1,-7.666924000E-1,-1.214016080E0,1.462212265E0
1.493885909E1,-1.685838103E-1,-9.127170444E-1,-8.781595230E-1,1.277746865E0
1.494893242E1,-1.175713763E-1,-1.049513340E0,-5.801125765E-1,1.204919865E0
1.495900576E1,-2.257472128E-1,-1.113886595E0,-2.868008316E-1,1.172160342E0
1.496908180E1,-4.179054201E-1,-1.116402984E0,-8.329494298E-2,1.194963853E0
1.497915519E1,-6.818638444E-1,-1.108006597E0,5.554589629E-2,1.302191333E0
1.498922852E1,-9.407410622E-1,-9.874120355E-1,2.184509635E-1,1.381194084E0
1.499932534E1,-1.102948070E0,-8.195585012E-1,3.759636581E-1,1.424611966E0
1.500939868E1,-1.103832603E0,-6.389226317E-1,4.256321192E-1,1.344556152E0
1.501947206E1,-9.951427579E-1,-5.607395172E-1,4.830056727E-1,1.240174340E0
1.502953649E1,-8.250421286E-1,-5.262056589E-1,6.795737743E-1,1.191388864E0
1.503960982E1,-6.503746510E-1,-4.709161818E-1,7.604250908E-1,1.105891295E0
1.504968321E1,-5.359010100E-1,-4.347679019E-1,7.790291309E-1,1.040720620E0
1.505972519E1,-4.233051240E-1,-4.032608867E-1,7.617393732E-1,9.602361394E-1
1.506979857E1,-3.682197928E-1,-3.647017777E-1,5.744712353E-1,7.736991681E-1
1.507987190E1,-3.258792758E-1,-3.695982397E-1,3.492458463E-1,6.039642558E-1
1.508994774E1,-3.369397223E-1,-3.335338831E-1,1.921425760E-1,5.115584005E-1
1.510002107E1,-3.373191953E-1,-3.290140033E-1,2.626514062E-2,4.719367664E-1
1.511009440E1,-3.093149364E-1,-2.797392011E-1,-6.197948381E-2,4.216292292E-1
1.512019753E1,-2.309011817E-1,-1.923815906E-1,-1.197262928E-1,3.235126231E-1
1.513027091E1,-1.783570349E-1,-1.004101560E-1,-1.551812738E-1,2.568553271E-1
1.514034425E1,-1.025652066E-1,-3.781425208E-2,-1.063308194E-1,1.524984670E-1
1.515041956E1,-2.369247936E-2,1.599542983E-2,-8.304887451E-3,2.976841462E-2
1.516049289E1,1.214155704E-1,2.771704271E-2,1.729835719E-1,2.131508652E-1
1.517056623E1,2.458931804E-1,-3.840532154E-2,4.588175714E-1,5.219693369E-1
1.518066097E1,2.790253460E-1,-1.607897729E-1,6.785483956E-1,7.510901544E-1
1.519073430E1,2.393431216E-1,-2.954237163E-1,7.739818096E-1,8.623271674E-1
1.520080763E1,5.782151967E-2,-4.205781221E-1,6.561064720E-1,7.814761593E-1
1.521084368E1,-2.432252318E-1,-4.630577266E-1,4.145930111E-1,6.674341439E-1
1.522091706E1,-5.833890438E-1,-4.961384535E-1,1.916679144E-1,7.894509047E-1
1.523099039E1,-8.341933489E-1,-4.586833119E-1,-4.744967073E-2,9.531633623E-1
1.524107940E1,-9.394874573E-1,-4.239266515E-1,-1.061462611E-1,1.036155161E0
1.525115279E1,-9.418451190E-1,-3.977350891E-1,-6.159873679E-2,1.024236220E0
1.526122612E1,-8.533044457E-1,-4.264480770E-1,7.895586640E-2,9.571940599E-1
1.527132451E1,-7.385568619E-1,-4.093744159E-1,2.954835594E-1,8.946307531E-1
1.528139784E1,-4.807080925E-1,-3.368234336E-1,4.316957593E-1,7.286230330E-1
1.529147123E1,-2.944976091E-1,-3.158907890E-1,5.072407126E-1,6.661898926E-1
1.530150352E1,-2.566444874E-1,-2.947478294E-1,6.915048957E-1,7.943057954E-1
1.531157685E1,-4.043905437E-1,-2.301875353E-1,9.408206344E-1,1.049600628E0
1.532165019E1,-7.082089186E-1,-1.935429424E-1,9.593225121E-1,1.208022527E0
1.533171154E1,-9.277870655E-1,-2.123149782E-1,7.201480269E-1,1.193515676E0
1.534178487E1,-1.010126710E0,-2.202025503E-1,2.390718460E-1,1.061131698E0
1.535185821E1,-9.220954776E-1,-1.041768715E-1,-2.298911661E-1,9.560140368E-1
1.536198326E1,-7.862678170E-1,4.093170166E-2,-4.830742478E-1,9.237170634E-1
1.537205664E1,-6.711794138E-1,1.379908174E-1,-4.714623690E-1,8.317451752E-1
1.538212998E1,-6.149944663E-1,1.207018569E-1,-2.380314618E-1,6.704074199E-1
1.539215185E1,-6.234559417E-1,-1.245649997E-2,2.462985069E-1,6.704591189E-1
1.540222518E1,-6.968127489E-1,-2.981437743E-1,8.677667379E-1,1.152153127E0
1.541229857E1,-7.648482323E-1,-6.378827095E-1,1.420874000E0,1.735157080E0
1.542240612E1,-7.487301230E-1,-9.445674419E-1,1.885859966E0,2.238140358E0
1.543247951E1,-6.534476876E-1,-1.138194323E0,2.130543709E0,2.502338245E0
1.544255284E1,-5.368418694E-1,-1.144460797E0,2.202176332E0,2.539206630E0
1.545261097E1,-5.073178411E-1,-9.597390294E-1,2.111932039E0,2.374600458E0
1.546268430E1,-6.064648628E-1,-7.295539975E-1,1.814031243E0,2.047134098E0
1.547275769E1,-7.043102980E-1,-5.625027418E-1,1.253521204E0,1.543948749E0
1.548283539E1,-7.771825194E-1,-5.254823565E-1,5.245230198E-1,1.074834301E0
1.549290873E1,-8.324169517E-1,-4.728606343E-1,-2.202844173E-1,9.823646906E-1
1.550298211E1,-9.458258748E-1,-4.597008526E-1,-7.621837258E-1,1.298782311E0
1.551303789E1,-1.003993988E0,-3.686605096E-1,-1.097310066E0,1.532319771E0
1.552311123E1,-9.733067155E-1,-2.689544857E-1,-1.183358788E0,1.555635079E0
1.553318461E1,-8.310434222E-1,-1.877594441E-1,-9.933709502E-1,1.308691187E0
1.554327716E1,-5.814300776E-1,-1.222730502E-1,-7.618208528E-1,9.661173043E-1
1.555335050E1,-4.185597301E-1,-1.891386062E-1,-4.665571749E-1,6.547070012E-1
1.556342388E1,-3.747796714E-1,-3.254676163E-1,5.911101121E-3,4.964110318E-1
1.557349966E1,-3.921001852E-1,-5.594817400E-1,5.902031064E-1,9.028300390E-1
1.558357300E1,-4.603619576E-1,-7.844027877E-1,1.096887231E0,1.424914897E0
1.559364638E1,-5.247726440E-1,-9.644783735E-1,1.478243709E0,1.841415033E0
1.560372466E1,-5.988325477E-1,-1.101168990E0,1.652935266E0,2.074456208E0
1.561379805E1,-6.986708641E-1,-1.129258513E0,1.679286361E0,2.140880297E0
1.562387138E1,-7.811492085E-1,-1.065828800E0,1.437310457E0,1.952446278E0
1.563391977E1,-8.522045612E-1,-9.739212990E-1,1.017744780E0,1.646383840E0
1.564399310E1,-9.227289557E-1,-8.735269904E-1,4.945651889E-1,1.363478219E0
1.565406649E1,-9.428092241E-1,-7.516455054E-1,4.739355296E-3,1.205770567E0
1.566433295E1,-9.645804763E-1,-6.591627598E-1,-3.602063954E-1,1.222562754E0
1.567440633E1,-9.774144292E-1,-5.936506391E-1,-6.435689330E-1,1.312227503E0
1.568447966E1,-9.264553785E-1,-5.275473595E-1,-7.775909901E-1,1.319573239E0
1.569455305E1,-8.244545460E-1,-4.185330570E-1,-8.455343843E-1,1.252926021E0
1.570445758E1,-7.808766961E-1,-3.347991705E-1,-8.200352788E-1,1.180811906E0
1.571453097E1,-6.950826049E-1,-1.954765916E-1,-7.276132703E-1,1.025071703E0
1.572460430E1,-5.827445984E-1,-8.160153776E-2,-6.233873367E-1,8.572408352E-1
1.573465144E1,-5.485876203E-1,5.336243194E-3,-6.149266362E-1,8.240822899E-1
1.574472482E1,-5.546815395E-1,1.355276108E-1,-5.680854917E-1,8.054566838E-1
1.575479821E1,-5.444446206E-1,2.663324773E-1,-4.402350783E-1,7.491060389E-1
1.576493847E1,-6.015076041E-1,3.463578522E-1,-2.344725728E-1,7.326339789E-1
1.577501180E1,-6.843649745E-1,3.440825343E-1,6.721138954E-2,7.689379556E-1
1.578508519E1,-7.791743279E-1,3.031026125E-1,3.121901751E-1,8.924385314E-1
1.579509253E1,-8.996814489E-1,2.720220387E-1,4.792202413E-1,1.055023573E0
1.580516591E1,-9.920927286E-1,2.808223963E-1,5.655220747E-1,1.175978068E0
1.581523930E1,-1.057463169E0,3.529468775E-1,5.341048241E-1,1.236150402E0
1.582536091E1,-1.094957829E0,4.365319908E-1,3.958924711E-1,1.243472426E0
1.583543425E1,-1.079321265E0,5.176442862E-1,2.602331042E-1,1.224994396E0
1.584550763E1,-1.037310004E0,5.839017034E-1,1.258556247E-1,1.196993267E0
1.585557503E1,-9.419224262E-1,6.497688890E-1,7.363500446E-2,1.146664546E0
1.586564841E1,-8.466913700E-1,7.153093219E-1,4.899426177E-2,1.109483727E0
1.587572175E1,-8.049392700E-1,7.407186627E-1,3.719991073E-2,1.094520534E0
1.588578482E1,-7.607265115E-1,7.392745614E-1,1.130553707E-2,1.060829636E0
1.589585821E1,-7.011216879E-1,7.255969048E-1,-4.329681024E-2,1.009919355E0
1.590593159E1,-5.650727153E-1,6.490581036E-1,-2.279479429E-2,8.608735087E-1
1.591597836E1,-5.556535721E-1,5.971662998E-1,5.607253686E-2,8.176200898E-1
1.592605170E1,-6.401346326E-1,5.475530624E-1,3.096534014E-1,8.974808817E-1
1.593612508E1,-6.856433749E-1,4.832114279E-1,6.461472511E-1,1.058823116E0
1.594623133E1,-6.743131876E-1,4.305323362E-1,8.756659627E-1,1.186105917E0
1.595630466E1,-6.371359825E-1,3.461192846E-1,9.736270905E-1,1.213956560E0
1.596637810E1,-6.663792729E-1,3.239113986E-1,9.550620317E-1,1.208769380E0
1.597645321E1,-8.354700208E-1,4.063741565E-1,9.001438022E-1,1.293603098E0
1.598652659E1,-9.608636498E-1,5.396630168E-1,5.903839469E-1,1.250219313E0
1.599659998E1,-1.120069265E0,6.105114818E-1,-5.146120116E-2,1.276686212E0
1.600663732E1,-1.218118310E0,5.783576965E-1,-6.715074778E-1,1.506397071E0
1.601671071E1,-1.284530163E0,5.387369394E-1,-1.011843681E0,1.721651203E0
1.602678409E1,-1.296443224E0,4.972623885E-1,-1.213849068E0,1.844305960E0
1.603689534E1,-1.083319664E0,5.751438141E-1,-1.372253299E0,1.840502925E0
1.604696868E1,-7.075630426E-1,7.954868078E-1,-1.400901437E0,1.759536745E0
1.605704206E1,-1.918896288E-1,9.894894958E-1,-1.227029920E0,1.587927428E0
1.606712623E1,2.880686820E-1,9.682417512E-1,-6.752684116E-1,1.215097972E0
1.607719961E1,6.444008350E-1,7.950512171E-1,3.138785660E-1,1.070457205E0
1.608727300E1,8.403431177E-1,5.159354806E-1,1.326785922E0,1.653096143E0
1.609731888E1,9.208245873E-1,1.929934472E-1,2.179489613E0,2.373886973E0
1.610739222E1,8.651878834E-1,-6.822726876E-2,2.888769388E0,3.016321205E0
1.611746560E1,6.057849526E-1,-3.447284698E-1,3.423109770E0,3.493349914E0
1.612754357E1,2.648905516E-1,-5.592693090E-1,3.677602291E0,3.729303926E0
1.613761690E1,-1.135852784E-1,-7.556773424E-1,3.560013294E0,3.641104848E0
1.614769029E1,-4.700268805E-1,-8.622929454E-1,2.998472929E0,3.155204320E0
1.615774347E1,-7.006064653E-1,-8.778465390E-1,2.196539879E0,2.467032915E0
1.616781680E1,-8.401514292E-1,-8.208628893E-1,1.350193024E0,1.789606523E0
1.617789019E1,-9.393406510E-1,-7.007736564E-1,4.827945232E-1,1.267491668E0
1.618797154E1,-1.031362057E0,-5.724353194E-1,-4.314679801E-1,1.256007367E0
1.619804487E1,-1.103185534E0,-3.656611145E-1,-1.273366213E0,1.724003447E0
1.620811826E1,-1.127414346E0,-1.815203875E-1,-2.022053957E0,2.322221988E0
1.621819961E1,-1.073981047E0,2.331021242E-2,-2.478968382E0,2.701714806E0
1.622827300E1,-1.002011299E0,1.482459754E-1,-2.596286058E0,2.786880839E0
1.623834638E1,-7.669817805E-1,2.271083146E-1,-2.493002892E0,2.618186902E0
1.624842185E1,-3.607117534E-1,3.137376606E-1,-2.289279222E0,2.338662790E0
1.625849518E1,1.064228639E-1,3.902024925E-1,-1.901148319E0,1.943694612E0
1.626856857E1,4.911830723E-1,4.516362250E-1,-1.377367496E0,1.530482705E0
1.627865987E1,8.313825727E-1,4.010736942E-1,-6.482214332E-1,1.127939766E0
1.628873321E1,9.882739782E-1,2.539291978E-1,1.210069507E-1,1.027525268E0
1.629880659E1,1.010421753E0,2.578422241E-2,8.347388506E-1,1.310879817E0
1.630884404E1,8.192934990E-1,-2.630321383E-1,1.403683424E0,1.646437031E0
1.631891743E1,4.622866809E-1,-5.610080361E-1,1.697167277E0,1.846297852E0
1.632899081E1,3.044815361E-2,-8.189308643E-1,1.678474188E0,1.867846474E0
1.633908930E1,-3.212450147E-1,-1.008643150E0,1.253203273E0,1.640450489E0
1.634916268E1,-5.497171879E-1,-1.150817037E0,5.637763143E-1,1.394421949E0
1.635923607E1,-6.968067884E-1,-1.153192282E0,-3.183768690E-1,1.384469563E0
1.636937711E1,-8.839086890E-1,-1.094611526E0,-1.028691173E0,1.742892564E0
1.637945045E1,-1.109544396E0,-9.300343394E-1,-1.517999530E0,2.097707132E0
1.638952388E1,-1.266243339E0,-6.746935248E-1,-1.825331807E0,2.321727751E0
1.639951326E1,-1.267051220E0,-4.297051728E-1,-1.878065109E0,2.305904136E0
1.640958659E1,-1.075888515E0,-2.795804143E-1,-1.727335453E0,2.054115155E0
1.641965998E1,-7.254396081E-1,-2.319466025E-1,-1.488579154E0,1.672103391E0
1.642973284E1,-3.512596786E-1,-1.801104695E-1,-1.240955949E0,1.302226866E0
1.643980623E1,-6.734734029E-2,-1.084057987E-1,-9.593328834E-1,9.677846158E-1
1.644987961E1,1.270519644E-1,7.615140826E-2,-6.546812057E-1,6.712292602E-1
1.645994394E1,2.152381092E-1,1.974343508E-1,-3.281008303E-1,4.392697593E-1
1.647001732E1,2.135210633E-1,2.909354270E-1,-7.631517947E-4,3.608812125E-1
1.648009071E1,1.336855441E-1,3.046654761E-1,3.109028935E-1,4.553608308E-1
1.649017737E1,8.386044204E-2,2.871288061E-1,5.454133153E-1,6.220540246E-1
1.650025081E1,-4.487460479E-2,2.007529885E-1,6.991031766E-1,7.287391468E-1
1.651032414E1,-2.140083313E-1,9.643478692E-2,7.894921899E-1,8.236486823E-1
1.652041045E1,-3.666253984E-1,5.832541361E-2,8.139441609E-1,8.946066922E-1
1.653048383E1,-5.204307437E-1,3.737614723E-3,7.870476842E-1,9.435603775E-1
1.654055716E1,-5.636116266E-1,-6.651806831E-2,6.943613291E-1,8.967833486E-1
1.655065920E1,-5.149068236E-1,-4.287366569E-2,6.985324621E-1,8.688583250E-1
1.656073253E1,-4.542988241E-1,-3.573346138E-2,7.875730395E-1,9.099096628E-1
1.657080591E1,-2.752749920E-1,-3.016029019E-3,8.511145711E-1,8.945286081E-1
1.658084503E1,-7.087157667E-2,6.539828330E-2,8.250207305E-1,8.306376596E-1
1.659091841E1,9.121562541E-2,1.051786169E-1,8.005017042E-1,8.125181907E-1
1.660099180E1,1.713057160E-1,1.385852098E-1,7.695837021E-1,8.005064542E-1
1.661105545E1,1.847016066E-1,1.587679982E-1,6.566895843E-1,7.004021494E-1
1.662112883E1,1.857914478E-1,1.726701558E-1,4.830414057E-1,5.455844979E-1
1.663120216E1,1.613921225E-1,3.129670620E-1,3.461803496E-1,4.937981709E-1
1.664130555E1,3.275703639E-2,5.181301832E-1,2.406459451E-1,5.722258130E-1
1.665137888E1,-2.540457547E-1,6.754051447E-1,-9.007310867E-2,7.272032177E-1
1.666145227E1,-4.942480028E-1,7.778677940E-1,-5.289913416E-1,1.062634101E0
1.667152748E1,-5.774675012E-1,9.160922170E-1,-8.145552278E-1,1.355062317E0
1.668160086E1,-4.915646017E-1,1.100911260E0,-7.666163445E-1,1.428755395E0
1.669167420E1,-2.955464721E-1,1.255428791E0,-2.685134709E-1,1.317402236E0
1.670171612E1,-8.031690121E-2,1.284175038E0,6.665453911E-1,1.449082155E0
1.671178951E1,3.225920349E-2,1.140024066E0,1.556216240E0,1.929379308E0
1.672186284E1,3.289896995E-2,8.936790228E-1,2.084423304E0,2.268163364E0
1.673194206E1,-1.994370222E-1,6.567885280E-1,2.250317335E0,2.352673884E0
1.674201550E1,-5.171259642E-1,4.355185628E-1,2.196569204E0,2.298262812E0
1.675208883E1,-7.157123685E-1,2.745667100E-1,1.988329768E0,2.130982482E0
1.676215659E1,-7.408889532E-1,1.392544210E-1,1.741021872E0,1.897225709E0
1.677223003E1,-5.476157665E-1,7.818814367E-2,1.528895259E0,1.625889641E0
1.678230336E1,-2.820477486E-1,-1.391130965E-2,1.415983677E0,1.443867802E0
1.679240185E1,-8.914216608E-2,-2.206697464E-1,1.431894183E0,1.451537948E0
1.680247524E1,1.860580035E-2,-3.657608628E-1,1.441330194E0,1.487131438E0
1.681254857E1,-1.873982511E-2,-4.609827697E-1,1.279160023E0,1.359818612E0
1.682261232E1,-1.612356752E-1,-5.232303143E-1,9.627504349E-1,1.107544719E0
1.683268576E1,-3.510463834E-1,-4.626511931E-1,5.102850199E-1,7.730915155E-1
1.684275909E1,-5.507990122E-1,-3.934346735E-1,-4.216870759E-3,6.768959862E-1
1.685283644E1,-7.509465218E-1,-3.460245132E-1,-4.022391737E-1,9.194835480E-1
1.686290982E1,-8.313844800E-1,-2.586677372E-1,-5.539717078E-1,1.031985371E0
1.687298315E1,-7.535894513E-1,-1.366997659E-1,-5.101262331E-1,9.202242449E-1
1.688308685E1,-5.033979416E-1,-8.189500123E-2,-3.585271239E-1,6.234243959E-1
1.689316024E1,-1.830904633E-1,-1.717798114E-1,-1.311569363E-1,2.832535318E-1
1.690323362E1,3.220764920E-2,-3.565365374E-1,2.772036567E-2,3.590599586E-1
1.691327831E1,7.800499350E-2,-5.386480093E-1,1.428727359E-1,5.627069180E-1
1.692335164E1,-4.513675347E-2,-7.618832588E-1,1.496966332E-1,7.777612157E-1
1.693342503E1,-2.334114611E-1,-9.289602637E-1,8.657076210E-2,9.617393507E-1
1.694349378E1,-4.708729684E-1,-1.054497004E0,1.318764538E-1,1.162358242E0
1.695356711E1,-6.710404158E-1,-1.151379108E0,2.571156621E-1,1.357231577E0
1.696364055E1,-6.909350157E-1,-1.221160889E0,3.146342635E-1,1.437922053E0
1.697371076E1,-5.914118886E-1,-1.263762832E0,3.040253520E-1,1.428039191E0
1.698378414E1,-4.731824994E-1,-1.225669146E0,1.996469051E-1,1.328918891E0
1.699385748E1,-4.521127939E-1,-1.228676915E0,6.829751283E-2,1.310998662E0
1.700401831E1,-5.765847564E-1,-1.219244719E0,-1.021397188E-1,1.352567997E0
1.701409170E1,-6.945508122E-1,-1.141401649E0,-2.052221447E-1,1.351782040E0
1.702416503E1,-7.465758920E-1,-1.077804804E0,-1.850568205E-1,1.324116605E0
1.703415628E1,-7.384442687E-1,-1.013476372E0,-9.819469601E-2,1.257806222E0
1.704422966E1,-6.637064815E-1,-9.636029601E-1,3.044584766E-2,1.170454573E0
1.705430305E1,-4.852459431E-1,-8.440134525E-1,2.343491185E-3,9.735644947E-1
1.706442216E1,-3.604978025E-1,-7.484897971E-1,-6.460977346E-2,8.332887044E-1
1.707449555E1,-2.410920113E-1,-6.864666939E-1,-2.621418238E-1,7.733564608E-1
1.708456894E1,-2.934549153E-1,-6.882781386E-1,-3.674301505E-1,8.335751309E-1
1.709460998E1,-4.487479329E-1,-6.223610640E-1,-3.367902040E-1,8.379353452E-1
1.710468331E1,-6.054692268E-1,-5.281932950E-1,-1.985179782E-1,8.276415463E-1
1.711475670E1,-5.941237807E-1,-4.443904459E-1,-3.251250833E-2,7.426459442E-1
1.712483237E1,-5.433632135E-1,-4.290775061E-1,1.300816387E-1,7.044659827E-1
1.713490581E1,-3.696092963E-1,-3.137252033E-1,2.057446390E-1,5.266549075E-1
1.714497914E1,-2.323583663E-1,-2.075157762E-1,2.227110416E-1,3.829535426E-1
1.715501748E1,-1.282701939E-1,-1.069260463E-1,1.093198359E-1,1.995927067E-1
1.716509086E1,-9.336893260E-2,-5.072797835E-2,-4.088847712E-2,1.138549644E-1
1.717516420E1,-1.543446481E-1,-7.484374102E-3,-1.782724261E-1,2.359223266E-1
1.718532576E1,-1.926772296E-1,6.013519689E-2,-2.174259424E-1,2.966728791E-1
1.719539914E1,-1.783162206E-1,1.027345285E-1,-3.002050519E-1,3.639699590E-1
1.720547253E1,-1.286637038E-1,1.435864270E-1,-3.406130075E-1,3.913931931E-1
1.721549222E1,-6.435102969E-2,2.017946243E-1,-3.035423756E-1,3.701352445E-1
1.722556560E1,9.100928158E-2,2.744619548E-1,-2.133927792E-1,3.593724144E-1
1.723563894E1,2.221868634E-1,2.834976017E-1,6.249282137E-2,3.655724897E-1
1.724570466E1,3.095539212E-1,2.532084286E-1,4.997293353E-1,6.400527689E-1
1.725577805E1,2.802277505E-1,2.242402583E-1,1.004146934E0,1.066359391E0
1.726585144E1,1.849158257E-1,2.876774669E-1,1.280804873E0,1.325674662E0
1.727591206E1,1.513038278E-1,2.923935354E-1,1.032129526E0,1.083364291E0
1.728598545E1,1.322164536E-1,3.453319967E-1,4.370399117E-1,5.724851640E-1
1.729605883E1,-9.954122826E-3,4.537984729E-1,-3.669986874E-2,4.553888656E-1
1.730614894E1,-2.132328004E-1,4.659208059E-1,-1.420148164E-1,5.317129231E-1
1.731622232E1,-3.518055081E-1,4.152751267E-1,-1.723754555E-1,5.709061605E-1
1.732629571E1,-4.291022420E-1,3.395676315E-1,-2.195803076E-1,5.896188785E-1
1.733636821E1,-3.284790218E-1,3.110417128E-1,-2.199199051E-1,5.030011724E-1
1.734644159E1,-1.666429937E-1,2.884996533E-1,-6.466422975E-2,3.393867999E-1
1.735651493E1,4.608084634E-2,2.070352584E-1,2.290444672E-1,3.121672798E-1
1.736664258E1,3.179578781E-1,1.026322767E-1,4.500126839E-1,5.604837305E-1
1.737671591E1,5.164737701E-1,6.736102700E-2,5.888397694E-1,7.861392607E-1
1.738678930E1,6.611215472E-1,1.612577885E-1,7.200291157E-1,9.907207992E-1
1.739681232E1,6.898472905E-1,2.525866032E-1,9.367251992E-1,1.190438312E0
1.740688571E1,5.964806080E-1,1.986630410E-1,1.298122406E0,1.442351518E0
1.741695904E1,4.810408056E-1,2.079131315E-3,1.694925547E0,1.761867529E0
1.742702789E1,4.102821052E-1,-2.497102618E-1,1.929522157E0,1.988401965E0
1.743710128E1,3.592303991E-1,-4.159418344E-1,1.944396853E0,2.020577445E0
1.744717466E1,2.610307038E-1,-5.323466063E-1,1.747199059E0,1.845056771E0
1.745731008E1,7.150513679E-2,-5.470169187E-1,1.340703130E0,1.449767352E0
1.746738341E1,-1.115117893E-1,-4.990979433E-1,8.729475737E-1,1.011716908E0
1.747745680E1,-3.526458740E-1,-3.858987689E-1,3.402106762E-1,6.237149000E-1
1.748747706E1,-5.402325392E-1,-2.498881519E-1,-1.056163013E-1,6.045246793E-1
1.749755045E1,-5.600007176E-1,-8.562763035E-2,-4.306000769E-1,7.115822659E-1
1.750762378E1,-3.945495784E-1,2.165838145E-2,-6.848742962E-1,7.906903673E-1
1.751767206E1,-1.948167831E-1,2.434770018E-2,-8.629879355E-1,8.850393022E-1
1.752774539E1,8.102840185E-2,-5.301078409E-2,-9.480959773E-1,9.530276635E-1
1.753781883E1,3.700149357E-1,-1.237719208E-1,-9.456901550E-1,1.023015352E0
1.754789123E1,5.755963326E-1,-1.619087309E-1,-8.408024311E-1,1.031733640E0
1.755796466E1,7.584655285E-1,-1.672366410E-1,-6.877003908E-1,1.037386080E0
1.756803805E1,8.217253685E-1,-1.656280458E-1,-4.880567491E-1,9.699817633E-1
1.757812190E1,8.906887770E-1,-1.760918796E-1,-3.033848405E-1,9.572759314E-1
1.758819534E1,8.289694190E-1,-2.213705480E-1,-1.116604134E-1,8.652532953E-1
1.759826873E1,7.309230566E-1,-2.828774154E-1,6.995308399E-2,7.868682106E-1
1.760833904E1,5.992469192E-1,-3.267728090E-1,1.659281552E-1,7.024311294E-1
1.761841243E1,4.000578821E-1,-4.299520552E-1,1.859459281E-1,6.160202651E-1
1.762848581E1,2.069587857E-1,-4.901753962E-1,1.497473419E-1,5.527459854E-1
1.763856591E1,2.382609807E-2,-5.286023617E-1,9.239291400E-2,5.371448504E-1
1.764863930E1,-1.287688762E-1,-5.386488438E-1,-6.679656450E-3,5.538669679E-1
1.765871268E1,-2.323225737E-1,-5.266278982E-1,-1.002588570E-1,5.842624066E-1
1.766878763E1,-2.792246044E-1,-4.599860013E-1,-2.890453935E-1,6.108197283E-1
1.767886102E1,-2.910400331E-1,-3.288020492E-1,-3.789505959E-1,5.800160709E-1
1.768893440E1,-3.164513111E-1,-2.109067142E-1,-4.010620415E-1,5.526968749E-1
1.769900920E1,-3.068788946E-1,-1.368660331E-1,-4.476014078E-1,5.596909747E-1
1.770908253E1,-2.179484665E-1,-7.676492631E-2,-4.939915538E-1,5.453641382E-1
1.771915597E1,-6.600400060E-2,2.208318561E-2,-5.248983502E-1,5.294926565E-1
1.772921149E1,2.913033776E-2,1.348417699E-1,-4.882434011E-1,5.073583528E-1
1.773928487E1,9.581025690E-2,1.519129276E-1,-3.968380988E-1,4.355888193E-1
1.774935826E1,1.491716504E-1,1.430094987E-1,-3.067907691E-1,3.698979238E-1
1.775945003E1,1.790215969E-1,1.127934977E-1,-1.818396151E-1,2.789923850E-1
1.776952341E1,1.376871169E-1,1.037429199E-1,1.737874560E-2,1.732696060E-1
1.777959685E1,3.958688676E-2,5.022503063E-2,1.781439930E-1,1.892748202E-1
1.778965248E1,-2.240890823E-2,2.962325700E-2,2.803817987E-1,2.828314862E-1
1.779972586E1,-5.299493670E-2,7.830785215E-2,3.396266699E-1,3.525434128E-1
1.780979930E1,-1.158161312E-1,9.503317624E-2,4.048420489E-1,4.316732160E-1
1.781987326E1,-8.810169250E-2,1.062659845E-1,4.483450353E-1,4.691136732E-1
1.782994664E1,4.553311318E-2,8.727862686E-2,4.539535046E-1,4.645046904E-1
1.784002008E1,1.905472279E-1,6.425937265E-2,3.820455968E-1,4.317364371E-1
1.785009149E1,2.682223320E-1,6.766695529E-2,2.702721059E-1,3.867415771E-1
1.786016487E1,1.813336015E-1,1.486059278E-1,1.333624274E-1,2.697241810E-1
1.787023831E1,-2.113652043E-2,2.201726139E-1,8.521029726E-3,2.213489109E-1
1.788037045E1,-1.656963229E-1,1.918038279E-1,-2.414814383E-1,3.500817974E-1
1.789044383E1,-2.438952178E-1,1.588502973E-1,-4.254342616E-1,5.154731857E-1
1.790051722E1,-2.120998651E-1,5.702440068E-2,-2.090462446E-1,3.032135674E-1
1.791057201E1,-1.139252931E-1,3.338165581E-2,3.578824401E-1,3.770585475E-1
1.792064539E1,3.069903702E-2,4.059501737E-2,1.015345573E0,1.016620391E0
1.793071878E1,2.862430811E-1,-2.130839415E-2,1.510759115E0,1.537784853E0
1.794078894E1,4.613901973E-1,-7.084842026E-2,1.748971820E0,1.810194144E0
1.795086232E1,4.560330510E-1,-7.069545984E-2,1.734702110E0,1.795036324E0
1.796093576E1,2.262389660E-1,2.007887326E-2,1.372230053E0,1.390899906E0
